61,39
40,20
18,34
46,51
8,47
57,35
11,31
28,53
13,23
15,35
60,52
28,62
48,61
36,15
41,35
12,23
24,49
29,47
15,21
21,27
51,62
53,14
39,13
37,52
14,17
15,59
14,35
49,23
53,26
54,11
51,37
45,37
41,22
15,60
25,38
49,61
15,23
62,34
21,44
22,58
42,23
18,25
58,32
36,24
29,51
10,24
23,39
8,50
17,32
30,11
30,14
63,28
55,39
35,62
54,42
18,41
30,18
32,35
27,45
63,12
34,23
25,45
17,28
7,59
14,52
45,62
22,58
11,46
33,61
40,53
11,27
13,46
18,36
18,11
9,39
60,28
55,41
32,25
26,57
17,28
49,26
63,17
23,45
37,21
17,49
26,20
25,46
27,21
41,15
48,42
37,59
15,41
35,50
9,18
22,17
51,42
34,39
7,31
56,13
12,30
21,26
22,56
49,30
39,48
59,40
60,52
45,32
7,45
11,52
39,51
8,34
59,27
60,33
40,48
61,42
22,61
32,17
51,25
58,23
45,53
37,56
43,25
14,29
54,63
14,49
10,30
26,51
42,58
8,11
51,29
47,34
31,61
45,25
62,11
45,26
58,13
12,29
29,33
10,52
51,37
17,61
13,22
22,32
62,51
18,47
34,30
37,51
34,44
33,36
27,52
10,42
34,56
8,44
6,39
24,53
49,63
22,41
13,50
36,41
33,29
31,45
58,14
53,61
33,52
32,29
20,27
38,25
42,11
6,47
50,22
48,26
14,45
54,36
11,45
47,44
26,33
50,45
12,49
39,35
25,37
46,29
50,54
15,55
24,30
59,40
39,47
51,15
18,42
17,31
11,46
43,17
30,50
22,18
40,13
29,36
38,60
21,49
62,14
15,32
32,43
51,55
36,21
9,63
63,57
13,44
59,50
47,32
23,40
13,45
28,44
38,43
19,15
58,14
6,49
57,49
59,62
57,17
36,46
14,21
24,11
18,22
34,59
31,49
25,44
36,22
25,44
49,54
60,26
40,45
56,25
31,12
62,51
38,49
31,35
6,27
27,48
28,58
11,52
35,59
52,24
31,23
15,35
54,43
49,42
36,59
52,49
63,24
8,32
43,40
30,58
45,40
45,57
45,34
27,21
25,49
47,58
25,29
19,50
39,62
59,53
26,14
10,61
33,56
46,41
17,32
51,29
45,28
18,58
61,26
26,42
28,20
32,59
14,47
24,48
35,22
44,41
25,28
49,11
49,37
32,25
36,24
35,53
48,58
58,25
53,20
28,60
21,62
57,50
53,47
47,25
19,27
14,31
30,18
61,18
59,17
7,61
27,11
52,21
28,43
55,31
49,40
51,60
49,57
53,47
33,24
49,44
28,39
30,56
19,40
45,11
51,11
36,40
43,49
44,52
52,41
39,20
53,18
60,15
29,36
56,63
24,61
51,32
51,55
50,32
19,14
35,40
41,58
11,26
15,24
15,37
58,63
41,20
35,32
55,18
48,36
44,57
32,53
38,51
53,57
46,39
56,61
30,50
55,17
52,56
39,33
41,19
43,36
61,45
63,51
6,36
32,52
56,63
31,26
34,62
8,62
54,35
42,39
57,49
52,47
28,43
45,57
44,33
37,45
12,57
26,48
17,57
43,39
28,40
50,17
39,22
35,53
28,36
19,37
9,61
34,13
61,50
59,62
39,47
8,41
57,46
51,14
24,31
43,15
39,45
6,37
32,48
27,38
47,35
20,36
27,40
63,46
22,61
61,15
37,24
36,63
52,38
56,50
53,28
56,31
10,28
29,13
51,18
14,36
57,36
63,48
39,22
18,49
45,61
6,21
7,25
19,53
57,24
47,36
9,14
55,41
52,46
37,42
46,39
54,21
38,52
23,56
33,49
35,52
21,30
46,17
7,30
41,50
50,47
59,50
17,57
63,11
43,58
60,35
22,38
8,58
46,43
11,29
7,29
47,56
23,46
26,32
23,40
17,13
38,52
60,41
23,48
8,57
55,35
47,60
57,44
49,37
8,42
40,47
21,44
23,57
15,26
44,24
61,30
55,28
22,33
31,20
15,57
39,11
19,62
9,36
55,45
14,29
60,25
19,63
62,11
12,58
35,54
35,63
19,46
20,60
9,59
60,57
35,26
30,26
15,20
11,25
63,41
29,26
8,25
48,18
61,38
37,46
28,63
34,47
41,30
33,38
51,31
53,30
12,53
9,55
56,17
23,29
19,15
10,35
57,61
11,56
42,46
44,27
63,12
39,58
58,53
15,49
48,41
12,60
24,59
44,59
61,17
20,33
56,35
53,21
55,13
41,33
13,28
61,15
26,36
19,12
27,61
27,40
31,37
21,24
10,21
23,13
42,55
46,38
43,62
17,60
55,39
13,32
41,47
17,50
28,47
48,63
11,32
25,43
6,34
29,19
6,29
25,46
36,27
11,61
19,13
23,59
30,38
38,55
38,46
24,51
54,45
12,19
49,33
11,60
48,28
49,34
50,55
61,21
24,30
53,37
15,30
7,40
14,43
28,62
51,57
18,51
37,30
25,18
24,32
54,42
38,31
30,40
61,43
52,20
55,18
18,51
54,17
45,60
6,27
57,28
26,40
27,55
34,63
21,34
37,54
11,29
31,15
20,35
44,31
43,36
11,34
44,56
50,63
10,57
39,14
29,34
38,17
51,40
12,25
38,18
36,30
37,15
21,11
40,55
63,36
30,15
27,43
36,42
47,59
54,17
12,57
21,43
58,25
13,55
54,38
49,18
6,55
30,63
39,18
21,14
17,53
29,51
52,24
60,51
32,22
11,24
10,52
25,58
15,18
60,38
34,56
10,41
58,19
11,20
55,11
50,44
13,52
29,24
55,17
41,48
51,63
19,12
30,52
22,44
14,42
22,58
19,25
50,30
35,27
51,28
57,41
6,21
9,39
13,48
14,19
56,23
25,49
40,55
28,17
44,59
62,14
14,44
19,36
19,37
15,61
23,51
26,33
35,14
31,11
49,52
55,45
22,62
15,56
13,39
32,18
50,37
20,15
17,30
57,49
47,23
19,57
27,17
7,23
28,24
41,46
46,13
39,21
17,39
19,52
45,60
33,51
10,57
49,52
50,18
11,28
13,31
48,29
62,48
12,58
58,43
28,42
49,14
27,57
52,62
20,15
19,30
7,31
55,38
24,53
42,19
23,41
31,48
57,52
38,25
43,31
51,13
40,46
10,54
59,53
12,45
21,53
56,36
26,50
7,54
51,44
14,31
24,14
13,57
37,32
42,47
42,56
13,34
21,41
50,24
39,51
62,11
53,46
37,30
43,59
22,43
50,35
43,49
54,22
7,21
57,47
51,29
59,63
63,30
18,52
62,28
35,47
36,29
40,47
49,57
8,25
50,40
43,50
42,22
19,45
32,39
14,39
26,49
7,15
24,49
61,15
43,50
41,28
21,53
38,12
6,30
59,25
55,33
63,14
59,41
48,18
33,62
54,35
6,38
54,47
57,60
53,58
50,55
60,38
56,18
31,59
48,57
10,45
22,53
25,47
24,32
31,43
24,61
42,50
7,48
56,38
55,12
19,46
44,50
37,30
30,41
24,20
23,17
59,21
59,34
54,35
45,33
7,11
54,48
55,46
34,26
24,42
43,48
56,29
13,17
55,18
14,61
20,49
33,47
37,13
62,29
63,40
8,33
50,13
27,39
32,48
13,45
31,18
42,51
49,61
29,34
12,43
34,37
25,19
41,54
48,59
10,41
34,57
14,36
26,30
36,50
35,49
35,25
43,24
20,40
17,51
47,57
27,11
51,63
47,55
45,21
61,22
6,43
22,58
23,39
53,13
7,14
60,46
7,39
54,46
10,46
37,12
45,58
41,30
43,50
60,39
33,46
62,41
27,59
15,36
13,41
26,14
49,53
8,57
32,49
11,39
51,54
17,32
43,50
57,23
50,41
9,32
51,20
41,57
7,18
36,60
13,44
48,59
41,25
62,17
45,33
23,47
60,44
23,27
20,38
9,15
24,51
21,13
8,25
38,27
63,14
9,30
36,29
32,38
40,12
21,50
18,32
49,60
43,15
36,24
39,58
20,13
57,47
47,32
61,42
38,63
10,57
30,58
49,58
28,61
37,27
50,31
61,30
34,50
11,33
18,35
14,21
29,32
18,35
57,47
59,18
42,15
6,27
22,63
55,41
60,33
10,30
54,25
31,63
14,62
25,45
20,53
15,46
11,45
52,24
56,22
51,60
31,38
36,46
31,15
17,21
40,12
38,60
58,39
50,43
45,39
31,57
40,47
24,54
62,34
63,36
12,50
63,57
8,59
38,34
31,40
26,19
28,13
18,62
38,45
8,29
36,26
56,23
23,41
47,32
22,51
40,21
36,17
37,11
53,27
29,36
27,54
14,31
23,11
56,17
28,20
51,56
49,38
7,21
36,28
40,60
35,42
7,29
63,19
42,56
18,29
56,31
63,52
41,44
59,54
33,19
44,50
23,42
37,48
24,30
52,26
22,34
47,39
11,61
48,39
10,48
41,50
46,60
32,55
48,35
12,28
59,12
9,54
45,40
19,54
7,46
11,35
11,29
63,50
51,56
36,30
31,21
56,37
20,43
11,43
8,14
57,17
13,54
21,26
10,56
24,63
55,59
43,37
63,56
25,33
27,32
36,41
61,25
44,17
15,26
56,46
60,34
45,31
41,29
29,42
55,44
20,38
14,50
25,42
8,22
41,58
45,38
27,18
12,60
28,36
51,44
32,55
52,47
45,20
21,63
13,45
9,28
51,20
7,63
42,18
25,34
44,55
6,31
13,23
36,62
55,21
35,42
9,61
26,46
19,41
63,49
18,14
19,27
61,38
31,28
27,14
63,34
6,32
43,32
6,13
34,29
40,48
58,50
35,28
9,28
21,11
25,57
56,41
19,47
40,37
34,40
19,54
38,47
41,48
18,53
60,17
48,13
31,39
53,43
14,43
60,14
38,18
15,32
49,58
36,53
37,19
34,37
56,28
7,17
30,23
42,26
61,38
15,45
27,17
59,31
28,41
32,28
43,57
34,26
10,33
47,35
18,62
15,25
42,32
36,14
50,29
44,26
34,23
25,31
62,25
63,42
24,30
39,61
60,34
24,60
47,11
60,56
8,59
50,53
22,39
26,34
52,48
59,21
22,48
60,51
60,55
22,35
28,46
57,44
42,49
15,29
27,44
30,44
15,59
7,49
12,24
60,18
60,23
46,52
29,36
42,57
42,22
51,39
22,35
52,48
32,60
26,23
12,38
59,55
43,28
60,48
43,54
54,22
17,46
43,63
33,55
36,56
8,25
11,46
26,58
58,62
11,50
10,28
15,24
56,63
56,53
51,34
12,46
20,58
27,43
31,11
21,57
41,31
58,44
38,14
55,46
8,44
48,11
18,33
42,58
9,55
58,40
58,39
10,37
34,50
21,38
35,39
60,21
57,53
6,38
13,21
32,60
57,20
49,14
49,43
30,57
53,35
43,18
10,50
46,52
42,30
32,19
48,33
63,23
32,23
50,53
40,58
12,40
18,47
20,50
13,26
53,13
8,58
53,38
29,56
12,18
12,25
29,22
13,25
45,59
12,18
14,21
63,13
63,22
56,59
53,26
22,39
32,59
50,22
12,60
41,26
40,48
24,41
25,49
36,13
11,41
25,30
9,54
26,62
8,15
61,52
50,25
9,44
21,36
34,56
10,28
50,28
40,36
14,32
44,49
30,21
63,48
14,32
40,60
24,42
30,59
44,47
62,49
38,31
26,39
22,15
9,63
57,23
55,34
42,54
52,36
50,53
45,26
63,43
41,25
62,39
27,42
10,21
49,11
10,37
6,39
15,32
59,51
7,42
17,58
34,28
49,26
58,21
29,57
22,37
24,19
29,35
6,51
50,38
47,53
32,39
36,41
24,17
6,21
26,43
55,45
8,62
57,31
10,39
58,28
61,38
12,59
45,12
42,19
35,17
22,42
60,43
40,18
59,22
57,51
21,58
51,46
8,11
42,34
55,59
14,44
6,24
54,36
21,60
19,60
46,15
14,51
10,31
59,33
18,44
63,29
40,20
40,15
63,20
14,55
54,50
40,11
55,12
44,53
63,23
8,35
17,32
18,25
59,36
27,24
58,23
31,44
13,63
8,55
27,33
46,20
49,32
35,21
23,41
17,58
46,43
52,58
41,48
18,41
61,31
36,43
56,35
58,37
56,47
56,41
29,63
18,62
15,45
28,60
55,45
18,28
19,44
51,55
8,62
56,33
37,56
19,53
15,46
38,17
59,25
9,45
28,41
14,60
35,21
47,31
53,12
22,14
46,51
51,48
25,49
45,50
60,63
8,45
48,18
8,51
22,44
63,30
23,35
27,62
17,51
49,35
43,21
22,32
51,24
14,36
38,20
11,14
18,43
19,59
39,42
15,42
22,62
13,22
20,27
39,46
8,44
14,46
10,56
8,60
27,41
6,25
28,39
28,12
39,48
52,47
7,25
38,41
31,55
55,62
60,57
38,15
60,47
9,22
29,41
28,14
26,38
14,31
48,39
